doi,material,bet_surface_area_m2_g,pressure_bar,adsorption_temperature_K,pore_volume_cm3_g,year,material_taxonomy,co2_capacity_mg_g
10.1039_c3ra42022a,CTS-GO-15%,390.0,0.85,298.15,1.14,2013.0,GO-based composite,168.70919999999998
10.1039_c3ra42022a,CTS-GO-15%,390.0,0.8,298.15,1.14,2013.0,GO-based composite,164.72456
10.1039_c3ra42022a,CTS-GO-15%,390.0,0.75,298.15,1.14,2013.0,GO-based composite,161.50288
10.1039_c3ra42022a,CTS-GO-15%,390.0,0.7,298.15,1.14,2013.0,GO-based composite,157.85748
10.1039_c3ra42022a,CTS-GO-15%,390.0,0.65,298.15,1.14,2013.0,GO-based composite,153.91508
10.1039_c3ra42022a,CTS-GO-15%,390.0,0.6,298.15,1.14,2013.0,GO-based composite,151.32963999999998
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.95,298.15,1.31,2013.0,GO-based composite,152.10008
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.9,298.15,1.31,2013.0,GO-based composite,148.786
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.85,298.15,1.31,2013.0,GO-based composite,145.50096
10.1039_c3ra42022a,CTS-GO-20%,412.0,0.8,298.15,1.23,2013.0,GO-based composite,172.10028
10.1039_c3ra42022a,CTS-GO-20%,412.0,0.9,298.15,1.23,2013.0,GO-based composite,178.5432
10.1039_c3ra42022a,CTS-GO-20%,412.0,0.95,298.15,1.23,2013.0,GO-based composite,183.03648
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.8,298.15,1.31,2013.0,GO-based composite,141.97348
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.75,298.15,1.31,2013.0,GO-based composite,138.33028000000002
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.7,298.15,1.31,2013.0,GO-based composite,134.3474
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.65,298.15,1.31,2013.0,GO-based composite,130.55856
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.1,298.15,0.89,2013.0,GO-based composite,57.22552
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.05,298.15,0.89,2013.0,GO-based composite,47.26392
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.95,298.15,0.78,2013.0,GO-based composite,110.42372
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.9,298.15,0.78,2013.0,GO-based composite,109.78792
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.85,298.15,0.78,2013.0,GO-based composite,108.0926
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.8,298.15,0.78,2013.0,GO-based composite,105.54896
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.75,298.15,0.78,2013.0,GO-based composite,103.42948
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.7,298.15,0.78,2013.0,GO-based composite,88.8052
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.65,298.15,0.78,2013.0,GO-based composite,99.19096
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.6,298.15,0.78,2013.0,GO-based composite,95.5878
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.55,298.15,0.78,2013.0,GO-based composite,92.40836
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.5,298.15,0.78,2013.0,GO-based composite,79.05568000000001
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.45,298.15,0.78,2013.0,GO-based composite,112.96736
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.4,298.15,0.78,2013.0,GO-based composite,82.23512000000001
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.35,298.15,0.78,2013.0,GO-based composite,78.41988
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.15,298.15,0.89,2013.0,GO-based composite,63.70496
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.2,298.15,0.89,2013.0,GO-based composite,70.15404000000001
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.3,298.15,0.89,2013.0,GO-based composite,80.80908
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.15,298.15,1.31,2013.0,GO-based composite,73.86323999999999
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.6,298.15,1.31,2013.0,GO-based composite,126.40452
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.55,298.15,1.31,2013.0,GO-based composite,122.22232
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.5,298.15,1.31,2013.0,GO-based composite,117.79944
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.45,298.15,1.31,2013.0,GO-based composite,113.09452
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.25,298.15,1.31,2013.0,GO-based composite,90.04336
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.2,298.15,1.31,2013.0,GO-based composite,82.65884
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.1,298.15,1.31,2013.0,GO-based composite,63.7956
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.4,298.15,0.89,2013.0,GO-based composite,88.98911999999999
10.1039_c3ra42022a,CTS-GO-10%,374.0,0.05,298.15,1.31,2013.0,GO-based composite,49.80712
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.95,298.15,0.89,2013.0,GO-based composite,121.95964
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.85,298.15,0.89,2013.0,GO-based composite,117.26396
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.75,298.15,0.89,2013.0,GO-based composite,112.01344
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.65,298.15,0.89,2013.0,GO-based composite,105.72012
10.1039_c3ra42022a,CTS-GO-5%,241.0,0.5,298.15,0.89,2013.0,GO-based composite,96.21348
10.1021_am402661t,HTG,876.0,0.8,273.15,,2013.0,Graphene non-composite,66.77264
10.1021_am402661t,HTG,876.0,0.7,273.15,,2013.0,Graphene non-composite,61.21060000000001
10.1021_am402661t,HTG,876.0,0.65,273.15,,2013.0,Graphene non-composite,58.48568
10.1021_am402661t,HTG,876.0,0.6,273.15,,2013.0,Graphene non-composite,55.07348
10.1021_am402661t,HTG,876.0,0.55,273.15,,2013.0,Graphene non-composite,52.42204
10.1021_am402661t,HTG,876.0,0.5,273.15,,2013.0,Graphene non-composite,48.96584
10.1021_am402661t,HTG,876.0,0.45,273.15,,2013.0,Graphene non-composite,44.97328
10.1021_am402661t,HTG,876.0,0.4,273.15,,2013.0,Graphene non-composite,42.44328
10.1021_am402661t,HTG,876.0,0.35,273.15,,2013.0,Graphene non-composite,37.63276
10.1021_am402661t,HTG,876.0,0.3,273.15,,2013.0,Graphene non-composite,35.08648
10.1021_am402661t,HTG,876.0,0.25,273.15,,2013.0,Graphene non-composite,29.8518
10.1021_am402661t,HTG,876.0,0.2,273.15,,2013.0,Graphene non-composite,26.68028
10.1021_am402661t,HTG,876.0,0.15,273.15,,2013.0,Graphene non-composite,20.716520000000003
10.1021_am402661t,HTG,876.0,0.1,273.15,,2013.0,Graphene non-composite,16.4648
10.1021_am402661t,HTG,876.0,0.05,273.15,,2013.0,Graphene non-composite,7.66656
10.1021_am402661t,HTG,876.0,0.75,273.15,,2013.0,Graphene non-composite,64.96028
10.1021_am402661t,HTG,876.0,0.85,273.15,,2013.0,Graphene non-composite,70.3142
10.1021_am402661t,HTG,876.0,0.9,273.15,,2013.0,Graphene non-composite,72.27000000000001
10.1021_am402661t,GO,31.0,1.0,273.15,,2013.0,GO non-composite,73.28508
10.1021_am402661t,GO,31.0,0.95,273.15,,2013.0,GO non-composite,71.87048
10.1021_am402661t,GO,31.0,0.9,273.15,,2013.0,GO non-composite,70.17251999999999
10.1021_am402661t,GO,31.0,0.85,273.15,,2013.0,GO non-composite,68.475
10.1021_am402661t,GO,31.0,0.75,273.15,,2013.0,GO non-composite,64.93828
10.1021_am402661t,GO,31.0,0.7,273.15,,2013.0,GO non-composite,63.66492
10.1021_am402661t,GO,31.0,0.65,273.15,,2013.0,GO non-composite,61.68404
10.1021_am402661t,GO,31.0,0.6,273.15,,2013.0,GO non-composite,59.7036
10.1021_am402661t,GO,31.0,0.55,273.15,,2013.0,GO non-composite,57.72272
10.1021_am402661t,GO,31.0,0.5,273.15,,2013.0,GO non-composite,55.45892
10.1021_am402661t,GO,31.0,0.45,273.15,,2013.0,GO non-composite,52.91264
10.1021_am402661t,GO,31.0,0.4,273.15,,2013.0,GO non-composite,50.93176
10.1021_am402661t,HTG,876.0,1.0,273.15,,2013.0,Graphene non-composite,77.6688
10.1021_am402661t,HTG,876.0,0.95,273.15,,2013.0,Graphene non-composite,75.6338
10.1021_am402661t,GEPM-1,476.0,1.0,273.15,,2013.0,GO-based composite,106.38892
10.1021_am402661t,GEPM-1,476.0,0.95,273.15,,2013.0,GO-based composite,104.41024
10.1021_am402661t,GEPM-1,476.0,0.9,273.15,,2013.0,GO-based composite,101.09792
10.1021_am402661t,GEPM-1,476.0,0.85,273.15,,2013.0,GO-based composite,99.45848
10.1021_am402661t,GEPM-1,476.0,0.05,273.15,,2013.0,GO-based composite,44.5654
10.1021_am402661t,GEPM-1,476.0,0.5,273.15,,2013.0,GO-based composite,81.774
10.1021_am402661t,GEPM-1,476.0,0.8,273.15,,2013.0,GO-based composite,96.07136
10.1021_am402661t,GEPM-1,476.0,0.75,273.15,,2013.0,GO-based composite,94.74564
10.1021_am402661t,GEPM-1,476.0,0.7,273.15,,2013.0,GO-based composite,91.39416
10.1021_am402661t,GEPM-1,476.0,0.65,273.15,,2013.0,GO-based composite,89.3706
10.1021_am402661t,GEPM-1,476.0,0.6,273.15,,2013.0,GO-based composite,86.44239999999999
10.1021_am402661t,GEPM-1,476.0,0.55,273.15,,2013.0,GO-based composite,84.33656
10.1021_am402661t,GEPM-1,476.0,0.45,273.15,,2013.0,GO-based composite,79.18548
10.1021_am402661t,GEPM-1,476.0,0.1,273.15,,2013.0,GO-based composite,56.44936
10.1021_am402661t,GEPM-1,476.0,0.4,273.15,,2013.0,GO-based composite,76.96347999999999
10.1021_am402661t,GEPM-1,476.0,0.35,273.15,,2013.0,GO-based composite,73.86456
10.1021_am402661t,GEPM-1,476.0,0.3,273.15,,2013.0,GO-based composite,71.87048
10.1021_am402661t,GEPM-1,476.0,0.25,273.15,,2013.0,GO-based composite,67.35036000000001
10.1021_am402661t,GEPM-1,476.0,0.2,273.15,,2013.0,GO-based composite,64.90396
10.1021_am402661t,GEPM-1,476.0,0.15,273.15,,2013.0,GO-based composite,59.7036
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.3,298.15,0.78,2013.0,GO-based composite,74.18092
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.25,298.15,0.78,2013.0,GO-based composite,60.616600000000005
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.2,298.15,0.78,2013.0,GO-based composite,64.85556
10.1039_c3ee23421e,CG-15,500.0,1.0,273.15,0.3119,2013.0,GO-based composite,134.04247999999998
10.1039_c3ee23421e,CG-15,500.0,0.9,273.15,0.3119,2013.0,GO-based composite,129.44668
10.1039_c3ee23421e,CG-15,500.0,0.85,273.15,0.3119,2013.0,GO-based composite,127.149
10.1039_c3ee23421e,CG-15,500.0,0.8,273.15,0.3119,2013.0,GO-based composite,124.08528
10.1039_c3ee23421e,CG-15,500.0,0.75,273.15,0.3119,2013.0,GO-based composite,121.02112
10.1039_c3ee23421e,CG-15,500.0,0.7,273.15,0.3119,2013.0,GO-based composite,117.9574
10.1039_c3ee23421e,CG-15,500.0,0.65,273.15,0.3119,2013.0,GO-based composite,114.89368
10.1039_c3ee23421e,CG-15,500.0,0.6,273.15,0.3119,2013.0,GO-based composite,111.06392
10.1039_c3ee23421e,CG-15,500.0,0.55,273.15,0.3119,2013.0,GO-based composite,107.23416
10.1039_c3ee23421e,CG-15,500.0,0.5,273.15,0.3119,2013.0,GO-based composite,102.63836
10.1039_c3ee23421e,CG-15,500.0,0.45,273.15,0.3119,2013.0,GO-based composite,98.04256
10.1039_c3ee23421e,CG-15,500.0,0.4,273.15,0.3119,2013.0,GO-based composite,92.68072
10.1039_c3ee23421e,CG-15,500.0,0.35,273.15,0.3119,2013.0,GO-based composite,87.31931999999999
10.1039_c3ee23421e,CG-15,500.0,0.3,273.15,0.3119,2013.0,GO-based composite,80.80864
10.1039_c3ee23421e,CG-15,500.0,0.25,273.15,0.3119,2013.0,GO-based composite,73.53192
10.1039_c3ee23421e,CG-15,500.0,0.2,273.15,0.3119,2013.0,GO-based composite,65.10636
10.1039_c3ee23421e,CG-15,500.0,0.95,273.15,0.3119,2013.0,GO-based composite,131.7448
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.15,298.15,0.78,2013.0,GO-based composite,58.92084
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,1.0,298.0,0.414,2014.0,GO non-composite,135.22564
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.95,298.0,0.414,2014.0,GO non-composite,130.47056
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.6,298.0,0.384,2014.0,GO non-composite,113.75144
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.55,298.0,0.384,2014.0,GO non-composite,106.205
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,1.0,298.0,0.31,2014.0,GO non-composite,106.51168
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.95,298.0,0.31,2014.0,GO non-composite,102.90676
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.9,298.0,0.31,2014.0,GO non-composite,99.11836
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.85,298.0,0.31,2014.0,GO non-composite,95.1456
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.8,298.0,0.31,2014.0,GO non-composite,90.98892
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.75,298.0,0.31,2014.0,GO non-composite,86.18764
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.7,298.0,0.31,2014.0,GO non-composite,81.57072
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.65,298.0,0.31,2014.0,GO non-composite,76.76988
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.6,298.0,0.31,2014.0,GO non-composite,71.96903999999999
10.1016_j.jiec.2014.12.021,UiO-66/GO-1,923.0,0.55,298.0,0.31,2014.0,GO non-composite,67.03004
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.65,298.0,0.384,2014.0,GO non-composite,118.69044
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.7,298.0,0.384,2014.0,GO non-composite,122.92412
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.75,298.0,0.384,2014.0,GO non-composite,129.90296
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.6,298.0,0.414,2014.0,GO non-composite,94.6088
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.9,298.0,0.414,2014.0,GO non-composite,125.53156
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.85,298.0,0.414,2014.0,GO non-composite,120.39324
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.8,298.0,0.414,2014.0,GO non-composite,115.40804
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.75,298.0,0.414,2014.0,GO non-composite,110.20812
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.7,298.0,0.414,2014.0,GO non-composite,105.22292
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.65,298.0,0.414,2014.0,GO non-composite,100.1
10.1016_j.jiec.2014.12.021,UiO-66/GO-10,1012.0,0.55,298.0,0.414,2014.0,GO non-composite,89.19416000000001
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.8,298.0,0.384,2014.0,GO non-composite,134.12124
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,1.0,298.0,0.384,2014.0,GO non-composite,152.22064
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.95,298.0,0.384,2014.0,GO non-composite,148.5242
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.9,298.0,0.384,2014.0,GO non-composite,144.48984
10.1016_j.jiec.2014.12.021,UiO-66/GO-5,1184.0,0.85,298.0,0.384,2014.0,GO non-composite,138.24712
10.1039_c3ee23421e,CG-3,1470.0,0.2,273.15,0.6103,2013.0,GO-based composite,118.76172
10.1039_c3ee23421e,CG-3,1470.0,0.25,273.15,0.6103,2013.0,GO-based composite,144.76616
10.1039_c3ee23421e,CG-3,1470.0,0.3,273.15,0.6103,2013.0,GO-based composite,167.74472
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.3,298.15,0.56,2013.0,GO-based composite,54.68188
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.15,298.15,0.76,2013.0,GO-based composite,53.83444
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.1,298.15,0.76,2013.0,GO-based composite,47.476
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.05,298.15,0.76,2013.0,GO-based composite,37.72648
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.95,298.15,0.56,2013.0,GO-based composite,83.67612
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.9,298.15,0.56,2013.0,GO-based composite,82.23512000000001
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.85,298.15,0.56,2013.0,GO-based composite,80.79368
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.8,298.15,0.56,2013.0,GO-based composite,79.26776
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.75,298.15,0.56,2013.0,GO-based composite,77.57244
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.7,298.15,0.56,2013.0,GO-based composite,75.87668
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.65,298.15,0.56,2013.0,GO-based composite,73.7572
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.6,298.15,0.56,2013.0,GO-based composite,72.06144
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.55,298.15,0.56,2013.0,GO-based composite,69.94239999999999
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.5,298.15,0.56,2013.0,GO-based composite,67.44144
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.45,298.15,0.56,2013.0,GO-based composite,64.8978
10.1039_c3ra42022a,CTS-GO-0%,153.0,0.4,298.15,0.56,2013.0,GO-based composite,61.97312
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.2,298.15,0.76,2013.0,GO-based composite,58.0734
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.25,298.15,0.76,2013.0,GO-based composite,63.6262
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.3,298.15,0.76,2013.0,GO-based composite,67.39876
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.75,298.15,0.76,2013.0,GO-based composite,89.01728
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.1,298.15,0.78,2013.0,GO-based composite,51.2908
10.1039_c3ra42022a,CTS-GO-3%,205.0,0.05,298.15,0.78,2013.0,GO-based composite,34.54704
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.95,298.15,0.76,2013.0,GO-based composite,94.10412
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.9,298.15,0.76,2013.0,GO-based composite,93.25624
10.1039_c3ra42022a,CTS-GO-1%,182.0,0.85,298.15,0.76,2013.0,GO-based composite,91.43332
